chart_week,current_week,title,performer,spotify_link
1966-01-15,2,The Sound Of Silence,Simon & Garfunkel,https://open.spotify.com/track/5y788ya4NvwhBznoDIcXwK
1966-01-15,3,She's Just My Style,Gary Lewis And The Playboys,https://open.spotify.com/track/6qBnFI2eznBHyHjg9kBT4K
1966-01-15,4,Five O'Clock World,The Vogues,https://open.spotify.com/track/4GCikZQz2XOLWzEyiMrmPD
1966-01-15,5,Ebb Tide,The Righteous Brothers,https://open.spotify.com/track/1zbo64lsdu5s67XpqMdbiz
1966-01-22,1,The Sound Of Silence,Simon & Garfunkel,https://open.spotify.com/track/5y788ya4NvwhBznoDIcXwK
1966-01-22,2,We Can Work It Out,The Beatles,https://open.spotify.com/track/7LNiAjyg9P2GKINTtN6Yt8
1966-01-22,3,She's Just My Style,Gary Lewis And The Playboys,https://open.spotify.com/track/6qBnFI2eznBHyHjg9kBT4K
1966-01-22,4,Five O'Clock World,The Vogues,https://open.spotify.com/track/4GCikZQz2XOLWzEyiMrmPD
1966-01-22,5,Day Tripper,The Beatles,https://open.spotify.com/track/3hNUYt4dMM9RhcWmty8oKF
1966-01-29,1,We Can Work It Out,The Beatles,https://open.spotify.com/track/7LNiAjyg9P2GKINTtN6Yt8
1966-01-29,2,Barbara Ann,The Beach Boys,https://open.spotify.com/track/2KOt2JrCB720UxIbyzweQo
1966-01-29,3,She's Just My Style,Gary Lewis And The Playboys,https://open.spotify.com/track/6qBnFI2eznBHyHjg9kBT4K
1966-01-29,4,No Matter What Shape (Your Stomach's In),The T-Bones,https://open.spotify.com/track/5DkgAX62bM7gwYpOGtOGfK
1966-01-29,5,Five O'Clock World,The Vogues,https://open.spotify.com/track/4GCikZQz2XOLWzEyiMrmPD
1966-02-05,1,My Love,Petula Clark,https://open.spotify.com/track/1VkjC0VqC21vNPnkzBUWtt
1966-02-05,2,Barbara Ann,The Beach Boys,https://open.spotify.com/track/2KOt2JrCB720UxIbyzweQo
1966-02-05,3,No Matter What Shape (Your Stomach's In),The T-Bones,https://open.spotify.com/track/5DkgAX62bM7gwYpOGtOGfK
1966-02-05,4,We Can Work It Out,The Beatles,https://open.spotify.com/track/7LNiAjyg9P2GKINTtN6Yt8
1966-02-05,5,Lightnin' Strikes,Lou Christie,https://open.spotify.com/track/2OQhFe5jjTnMWaaDRZxz31
1966-02-12,1,My Love,Petula Clark,https://open.spotify.com/track/1VkjC0VqC21vNPnkzBUWtt
1966-02-12,2,Lightnin' Strikes,Lou Christie,https://open.spotify.com/track/2OQhFe5jjTnMWaaDRZxz31
1966-02-12,3,Uptight (Everything's Alright),Stevie Wonder,https://open.spotify.com/track/0Hw6SCrtU9pFCjgAONpnGZ
1966-02-12,4,Barbara Ann,The Beach Boys,https://open.spotify.com/track/2KOt2JrCB720UxIbyzweQo
1966-02-12,5,We Can Work It Out,The Beatles,https://open.spotify.com/track/7LNiAjyg9P2GKINTtN6Yt8
1966-02-19,1,Lightnin' Strikes,Lou Christie,https://open.spotify.com/track/2OQhFe5jjTnMWaaDRZxz31
1966-02-19,2,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-02-19,3,Uptight (Everything's Alright),Stevie Wonder,https://open.spotify.com/track/0Hw6SCrtU9pFCjgAONpnGZ
1966-02-19,4,My Love,Petula Clark,https://open.spotify.com/track/1VkjC0VqC21vNPnkzBUWtt
1966-02-19,5,My World Is Empty Without You,The Supremes,https://open.spotify.com/track/1kFCFfR5q4VO02KtYguXgh
1966-02-26,1,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-02-26,2,Lightnin' Strikes,Lou Christie,https://open.spotify.com/track/2OQhFe5jjTnMWaaDRZxz31
1966-02-26,3,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-02-26,4,Uptight (Everything's Alright),Stevie Wonder,https://open.spotify.com/track/0Hw6SCrtU9pFCjgAONpnGZ
1966-02-26,5,My World Is Empty Without You,The Supremes,https://open.spotify.com/track/1kFCFfR5q4VO02KtYguXgh
1966-03-05,1,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-03-05,2,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-03-05,3,Lightnin' Strikes,Lou Christie,https://open.spotify.com/track/2OQhFe5jjTnMWaaDRZxz31
1966-03-05,4,Listen People,Herman's Hermits,https://open.spotify.com/track/2CVBUIOpqAkOGDlRORvSYK
1966-03-05,5,California Dreamin',The Mamas & The Papas,https://open.spotify.com/track/4s6LhHAV5SEsOV0lC2tjvJ
1966-03-12,1,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-03-12,2,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-03-12,3,Listen People,Herman's Hermits,https://open.spotify.com/track/2CVBUIOpqAkOGDlRORvSYK
1966-03-12,4,California Dreamin',The Mamas & The Papas,https://open.spotify.com/track/4s6LhHAV5SEsOV0lC2tjvJ
1966-03-12,5,Elusive Butterfly,Bob Lind,https://open.spotify.com/track/226EXK5tPVsqaZ2y9RACR0
1966-03-19,1,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-03-19,2,19th Nervous Breakdown,The Rolling Stones,https://open.spotify.com/track/5PoJexKnOMRlGSBLscR7RK
1966-03-19,3,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-03-19,4,Nowhere Man,The Beatles,https://open.spotify.com/track/5SUlhldQJtOhUr2GzH5RI7
1966-03-19,5,Elusive Butterfly,Bob Lind,https://open.spotify.com/track/226EXK5tPVsqaZ2y9RACR0
1966-03-26,1,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-03-26,2,19th Nervous Breakdown,The Rolling Stones,https://open.spotify.com/track/5PoJexKnOMRlGSBLscR7RK
1966-03-26,3,Nowhere Man,The Beatles,https://open.spotify.com/track/5SUlhldQJtOhUr2GzH5RI7
1966-03-26,4,These Boots Are Made For Walkin',Nancy Sinatra,https://open.spotify.com/track/0OW3i3QHCyBXjKiGRBURzH
1966-03-26,5,Homeward Bound,Simon & Garfunkel,https://open.spotify.com/track/4Xl2PrS3DJqqSKXCo6Uhv9
1966-04-02,1,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-04-02,2,19th Nervous Breakdown,The Rolling Stones,https://open.spotify.com/track/5PoJexKnOMRlGSBLscR7RK
1966-04-02,3,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-04-02,4,Daydream,The Lovin' Spoonful,https://open.spotify.com/track/3c06k9x6MHHdPQi3ix68yF
1966-04-02,5,Homeward Bound,Simon & Garfunkel,https://open.spotify.com/track/4Xl2PrS3DJqqSKXCo6Uhv9
1966-04-09,1,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-04-09,2,Daydream,The Lovin' Spoonful,https://open.spotify.com/track/3c06k9x6MHHdPQi3ix68yF
1966-04-09,3,19th Nervous Breakdown,The Rolling Stones,https://open.spotify.com/track/5PoJexKnOMRlGSBLscR7RK
1966-04-09,4,Bang Bang (My Baby Shot Me Down),Cher,https://open.spotify.com/track/75miYzXfHBB7Bb8zbLMzFZ
1966-04-09,5,The Ballad Of The Green Berets,SSgt Barry Sadler,https://open.spotify.com/track/0yjNmllr3Ew6f97TqPuEqa
1966-04-16,1,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-04-16,2,Daydream,The Lovin' Spoonful,https://open.spotify.com/track/3c06k9x6MHHdPQi3ix68yF
1966-04-16,3,Bang Bang (My Baby Shot Me Down),Cher,https://open.spotify.com/track/75miYzXfHBB7Bb8zbLMzFZ
1966-04-16,4,Secret Agent Man,Johnny Rivers,https://open.spotify.com/track/6cYF2G5funXxQQ4XWPJ6q2
1966-04-16,5,Time Won't Let Me,The Outsiders,https://open.spotify.com/track/7i4rIZqwNg4wtmYO6SDKru
1966-04-23,1,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-04-23,2,Bang Bang (My Baby Shot Me Down),Cher,https://open.spotify.com/track/75miYzXfHBB7Bb8zbLMzFZ
1966-04-23,3,Secret Agent Man,Johnny Rivers,https://open.spotify.com/track/6cYF2G5funXxQQ4XWPJ6q2
1966-04-23,4,Daydream,The Lovin' Spoonful,https://open.spotify.com/track/3c06k9x6MHHdPQi3ix68yF
1966-04-23,5,Time Won't Let Me,The Outsiders,https://open.spotify.com/track/7i4rIZqwNg4wtmYO6SDKru
1966-04-30,1,Good Lovin',The Young Rascals,https://open.spotify.com/track/0XnhQGfqfi5CnZXcONJuI5
1966-04-30,2,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-04-30,3,"Monday, Monday",The Mamas & The Papas,https://open.spotify.com/track/3EFb1qDgIqf9MegIryKtDj
1966-04-30,4,Sloop John B,The Beach Boys,https://open.spotify.com/track/72fAewq2UVWSf3RjtqICdS
1966-04-30,5,Secret Agent Man,Johnny Rivers,https://open.spotify.com/track/6cYF2G5funXxQQ4XWPJ6q2
1966-05-07,1,"Monday, Monday",The Mamas & The Papas,https://open.spotify.com/track/3EFb1qDgIqf9MegIryKtDj
1966-05-07,2,Good Lovin',The Young Rascals,https://open.spotify.com/track/0XnhQGfqfi5CnZXcONJuI5
1966-05-07,3,Sloop John B,The Beach Boys,https://open.spotify.com/track/72fAewq2UVWSf3RjtqICdS
1966-05-07,4,(You're My) Soul And Inspiration,The Righteous Brothers,https://open.spotify.com/track/5ZHOiRqKOzgFMfMAu8cwzp
1966-05-07,5,Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,
1966-05-14,1,"Monday, Monday",The Mamas & The Papas,https://open.spotify.com/track/3EFb1qDgIqf9MegIryKtDj
1966-05-14,2,Good Lovin',The Young Rascals,https://open.spotify.com/track/0XnhQGfqfi5CnZXcONJuI5
1966-05-14,3,Rainy Day Women #12 & 35,Bob Dylan,https://open.spotify.com/track/7BkAlVpGwXXl3sYNn5OoJ7
1966-05-14,4,Kicks,Paul Revere & The Raiders Featuring Mark Lindsay,
1966-05-14,5,Sloop John B,The Beach Boys,https://open.spotify.com/track/72fAewq2UVWSf3RjtqICdS
1966-05-21,1,"Monday, Monday",The Mamas & The Papas,https://open.spotify.com/track/3EFb1qDgIqf9MegIryKtDj
1966-05-21,2,Rainy Day Women #12 & 35,Bob Dylan,https://open.spotify.com/track/7BkAlVpGwXXl3sYNn5OoJ7
1966-05-21,3,Good Lovin',The Young Rascals,https://open.spotify.com/track/0XnhQGfqfi5CnZXcONJuI5
1966-05-21,4,When A Man Loves A Woman,Percy Sledge,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av
1966-05-21,5,A Groovy Kind Of Love,The Mindbenders,https://open.spotify.com/track/5dtSxx4lCv7F9kQMJyuZdG
1966-05-28,1,When A Man Loves A Woman,Percy Sledge,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av
1966-05-28,2,A Groovy Kind Of Love,The Mindbenders,https://open.spotify.com/track/5dtSxx4lCv7F9kQMJyuZdG
1966-05-28,3,"Monday, Monday",The Mamas & The Papas,https://open.spotify.com/track/3EFb1qDgIqf9MegIryKtDj
1966-05-28,4,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-05-28,5,Rainy Day Women #12 & 35,Bob Dylan,https://open.spotify.com/track/7BkAlVpGwXXl3sYNn5OoJ7
1966-06-04,1,When A Man Loves A Woman,Percy Sledge,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av
1966-06-04,2,A Groovy Kind Of Love,The Mindbenders,https://open.spotify.com/track/5dtSxx4lCv7F9kQMJyuZdG
1966-06-04,3,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-06-04,4,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,https://open.spotify.com/track/06YcuDoEZvMcxgzvtzJTz4
1966-06-04,5,I Am A Rock,Simon & Garfunkel,https://open.spotify.com/track/0byOqNZN9ailhoORv5Ps0Z
1966-06-11,1,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-06-11,2,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,https://open.spotify.com/track/06YcuDoEZvMcxgzvtzJTz4
1966-06-11,3,I Am A Rock,Simon & Garfunkel,https://open.spotify.com/track/0byOqNZN9ailhoORv5Ps0Z
1966-06-11,4,When A Man Loves A Woman,Percy Sledge,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av
1966-06-11,5,A Groovy Kind Of Love,The Mindbenders,https://open.spotify.com/track/5dtSxx4lCv7F9kQMJyuZdG
1966-06-18,1,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-06-18,2,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,https://open.spotify.com/track/06YcuDoEZvMcxgzvtzJTz4
1966-06-18,3,I Am A Rock,Simon & Garfunkel,https://open.spotify.com/track/0byOqNZN9ailhoORv5Ps0Z
1966-06-18,4,When A Man Loves A Woman,Percy Sledge,https://open.spotify.com/track/51FpzuGkRYXFgsE2zXt9av
1966-06-18,5,Strangers In The Night,Frank Sinatra,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x
1966-06-25,1,Paperback Writer,The Beatles,https://open.spotify.com/track/0Ui8KPWZbJJQ2Y0CIQuVqX
1966-06-25,2,Strangers In The Night,Frank Sinatra,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x
1966-06-25,3,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-06-25,4,Did You Ever Have To Make Up Your Mind?,The Lovin' Spoonful,https://open.spotify.com/track/06YcuDoEZvMcxgzvtzJTz4
1966-06-25,5,I Am A Rock,Simon & Garfunkel,https://open.spotify.com/track/0byOqNZN9ailhoORv5Ps0Z
1966-07-02,1,Strangers In The Night,Frank Sinatra,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x
1966-07-02,2,Paperback Writer,The Beatles,https://open.spotify.com/track/0Ui8KPWZbJJQ2Y0CIQuVqX
1966-07-02,3,Red Rubber Ball,The Cyrkle,https://open.spotify.com/track/5dIcC2RTD2BOHTC1F0jrIN
1966-07-02,4,"Paint It, Black",The Rolling Stones,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8
1966-07-02,5,You Don't Have To Say You Love Me,Dusty Springfield,https://open.spotify.com/track/2BK4Vuf2WpjgiKMtLMb4U7
1966-07-09,1,Paperback Writer,The Beatles,https://open.spotify.com/track/0Ui8KPWZbJJQ2Y0CIQuVqX
1966-07-09,2,Red Rubber Ball,The Cyrkle,https://open.spotify.com/track/5dIcC2RTD2BOHTC1F0jrIN
1966-07-09,3,Strangers In The Night,Frank Sinatra,https://open.spotify.com/track/74VR3AkGPhbYXnxcOYa16x
1966-07-09,4,Hanky Panky,Tommy James And The Shondells,https://open.spotify.com/track/3uqEiaO6MUoM89nLSIs05c
1966-07-09,5,You Don't Have To Say You Love Me,Dusty Springfield,https://open.spotify.com/track/2BK4Vuf2WpjgiKMtLMb4U7
1966-07-16,1,Hanky Panky,Tommy James And The Shondells,https://open.spotify.com/track/3uqEiaO6MUoM89nLSIs05c
1966-07-16,2,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-07-16,3,Red Rubber Ball,The Cyrkle,https://open.spotify.com/track/5dIcC2RTD2BOHTC1F0jrIN
1966-07-16,4,You Don't Have To Say You Love Me,Dusty Springfield,https://open.spotify.com/track/2BK4Vuf2WpjgiKMtLMb4U7
1966-07-16,5,Paperback Writer,The Beatles,https://open.spotify.com/track/0Ui8KPWZbJJQ2Y0CIQuVqX
1966-07-23,1,Hanky Panky,Tommy James And The Shondells,https://open.spotify.com/track/3uqEiaO6MUoM89nLSIs05c
1966-07-23,2,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-07-23,3,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-07-23,4,The Pied Piper,Crispian St. Peters,https://open.spotify.com/track/7ufnFt3fA9Ut2K0DILUZ34
1966-07-23,5,You Don't Have To Say You Love Me,Dusty Springfield,https://open.spotify.com/track/2BK4Vuf2WpjgiKMtLMb4U7
1966-07-30,1,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-07-30,2,Hanky Panky,Tommy James And The Shondells,https://open.spotify.com/track/3uqEiaO6MUoM89nLSIs05c
1966-07-30,3,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-07-30,4,The Pied Piper,Crispian St. Peters,https://open.spotify.com/track/7ufnFt3fA9Ut2K0DILUZ34
1966-07-30,5,I Saw Her Again,The Mamas & The Papas,https://open.spotify.com/track/2UizutYVqaB33jCHbSoi0d
1966-08-06,1,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-08-06,2,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-08-06,3,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-08-06,4,The Pied Piper,Crispian St. Peters,https://open.spotify.com/track/7ufnFt3fA9Ut2K0DILUZ34
1966-08-06,5,"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,https://open.spotify.com/track/794O0j1i57zgUMC7BCBMqY
1966-08-13,1,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-08-13,2,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-08-13,3,"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,https://open.spotify.com/track/794O0j1i57zgUMC7BCBMqY
1966-08-13,4,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-08-13,5,The Pied Piper,Crispian St. Peters,https://open.spotify.com/track/7ufnFt3fA9Ut2K0DILUZ34
1966-08-20,1,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-08-20,2,Sunny,Bobby Hebb,https://open.spotify.com/track/4vju55Ag7apDL2CfotuE7Q
1966-08-20,3,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-08-20,4,Wild Thing,The Troggs,https://open.spotify.com/track/7jGzYUZ2Bgg8BDfYlQRfn8
1966-08-20,5,"They're Coming To Take Me Away, Ha-Haaa!",Napoleon XIV,https://open.spotify.com/track/794O0j1i57zgUMC7BCBMqY
1966-08-27,1,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-08-27,2,Sunny,Bobby Hebb,https://open.spotify.com/track/4vju55Ag7apDL2CfotuE7Q
1966-08-27,3,See You In September,The Happenings,https://open.spotify.com/track/4CKGv3wy62FEsU6PiRQfUf
1966-08-27,4,Lil' Red Riding Hood,Sam The Sham and the Pharaohs,https://open.spotify.com/track/73Sk2zDTBUg0PnqAh98gic
1966-08-27,5,Sunshine Superman,Donovan,https://open.spotify.com/track/4RGxUjaCmVtD30pIhtEi7w
1966-09-03,1,Sunshine Superman,Donovan,https://open.spotify.com/track/4RGxUjaCmVtD30pIhtEi7w
1966-09-03,2,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-09-03,3,See You In September,The Happenings,https://open.spotify.com/track/4CKGv3wy62FEsU6PiRQfUf
1966-09-03,4,You Can't Hurry Love,The Supremes,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
1966-09-03,5,Yellow Submarine,The Beatles,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W
1966-09-10,1,You Can't Hurry Love,The Supremes,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
1966-09-10,2,Sunshine Superman,Donovan,https://open.spotify.com/track/4RGxUjaCmVtD30pIhtEi7w
1966-09-10,3,Yellow Submarine,The Beatles,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W
1966-09-10,4,See You In September,The Happenings,https://open.spotify.com/track/4CKGv3wy62FEsU6PiRQfUf
1966-09-10,5,Summer In The City,The Lovin' Spoonful,https://open.spotify.com/track/7AzFID6u1b3zIWbd9pb8Dk
1966-09-17,1,You Can't Hurry Love,The Supremes,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
1966-09-17,2,Yellow Submarine,The Beatles,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W
1966-09-17,3,Sunshine Superman,Donovan,https://open.spotify.com/track/4RGxUjaCmVtD30pIhtEi7w
1966-09-17,4,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-09-17,5,Bus Stop,The Hollies,https://open.spotify.com/track/4xVuV21kQI5QrklMMizvIO
1966-09-24,1,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-09-24,2,You Can't Hurry Love,The Supremes,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
1966-09-24,3,Sunshine Superman,Donovan,https://open.spotify.com/track/4RGxUjaCmVtD30pIhtEi7w
1966-09-24,4,Yellow Submarine,The Beatles,https://open.spotify.com/track/6EOKwO6WaLal58MSsi6U4W
1966-09-24,5,Bus Stop,The Hollies,https://open.spotify.com/track/4xVuV21kQI5QrklMMizvIO
1966-10-01,1,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-10-01,2,You Can't Hurry Love,The Supremes,https://open.spotify.com/track/1OppEieGNdItZbE14gLBEv
1966-10-01,3,Beauty Is Only Skin Deep,The Temptations,https://open.spotify.com/track/5igKwBONSuxkQ99H0hk7Ut
1966-10-01,4,Black Is Black,Los Bravos,https://open.spotify.com/track/6lazLV13sV8VNGJTjL4Zeu
1966-10-01,5,Bus Stop,The Hollies,https://open.spotify.com/track/4xVuV21kQI5QrklMMizvIO
1966-10-08,1,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-10-08,2,Reach Out I'll Be There,Four Tops,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY
1966-10-08,3,96 Tears,? (Question Mark) & The Mysterians,https://open.spotify.com/track/53xKlevoXT2OIdDQx3KDl1
1966-10-08,4,Black Is Black,Los Bravos,https://open.spotify.com/track/6lazLV13sV8VNGJTjL4Zeu
1966-10-08,5,Beauty Is Only Skin Deep,The Temptations,https://open.spotify.com/track/5igKwBONSuxkQ99H0hk7Ut
1966-10-15,1,Reach Out I'll Be There,Four Tops,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY
1966-10-15,2,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-10-15,3,96 Tears,? (Question Mark) & The Mysterians,https://open.spotify.com/track/53xKlevoXT2OIdDQx3KDl1
1966-10-15,4,Last Train To Clarksville,The Monkees,https://open.spotify.com/track/20wbR4HxNaR4gWjMLQvUp2
1966-10-15,5,Psychotic Reaction,Count Five,https://open.spotify.com/track/5JcaA4A9ZoXthwEnxOxWvP
1966-10-22,1,Reach Out I'll Be There,Four Tops,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY
1966-10-22,2,96 Tears,? (Question Mark) & The Mysterians,https://open.spotify.com/track/53xKlevoXT2OIdDQx3KDl1
1966-10-22,3,Last Train To Clarksville,The Monkees,https://open.spotify.com/track/20wbR4HxNaR4gWjMLQvUp2
1966-10-22,4,Cherish,The Association,https://open.spotify.com/track/7uGeDI6nJEdUYMsMd7mQyl
1966-10-22,5,Psychotic Reaction,Count Five,https://open.spotify.com/track/5JcaA4A9ZoXthwEnxOxWvP
1966-10-29,1,96 Tears,? (Question Mark) & The Mysterians,https://open.spotify.com/track/53xKlevoXT2OIdDQx3KDl1
1966-10-29,2,Last Train To Clarksville,The Monkees,https://open.spotify.com/track/20wbR4HxNaR4gWjMLQvUp2
1966-10-29,3,Reach Out I'll Be There,Four Tops,https://open.spotify.com/track/6Pkj4nv5K53i64cLVgkVyY
1966-10-29,4,Poor Side Of Town,Johnny Rivers,https://open.spotify.com/track/60DmpUd1BnemzjASiUewnf
1966-10-29,5,Walk Away Renee,The Left Banke,https://open.spotify.com/track/6utiXjyN4dWoMNEZa2skxn
1966-11-05,1,Last Train To Clarksville,The Monkees,https://open.spotify.com/track/20wbR4HxNaR4gWjMLQvUp2
