chart_week,current_week,title,performer,spotify_link
2000-10-14,4,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-10-14,5,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-10-21,1,Come On Over Baby (All I Want Is You),Christina Aguilera,https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh
2000-10-21,2,Music,Madonna,https://open.spotify.com/track/2fzykVsO2Di5jnofUNX3YE
2000-10-21,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-10-21,4,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-10-21,5,Most Girls,P!nk,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv
2000-10-28,1,Come On Over Baby (All I Want Is You),Christina Aguilera,https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh
2000-10-28,2,Music,Madonna,https://open.spotify.com/track/2fzykVsO2Di5jnofUNX3YE
2000-10-28,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-10-28,4,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-10-28,5,Most Girls,P!nk,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv
2000-11-04,1,Come On Over Baby (All I Want Is You),Christina Aguilera,https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh
2000-11-04,2,Music,Madonna,https://open.spotify.com/track/2fzykVsO2Di5jnofUNX3YE
2000-11-04,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-11-04,4,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-11-04,5,Most Girls,P!nk,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv
2000-11-11,1,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-11-11,2,Music,Madonna,https://open.spotify.com/track/2fzykVsO2Di5jnofUNX3YE
2000-11-11,3,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-11-11,4,Come On Over Baby (All I Want Is You),Christina Aguilera,https://open.spotify.com/track/7A0apkTSTvMbSI7yplcmlh
2000-11-11,5,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-11-18,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-11-18,2,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-11-18,3,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-11-18,4,Music,Madonna,https://open.spotify.com/track/2fzykVsO2Di5jnofUNX3YE
2000-11-18,5,Most Girls,P!nk,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv
2000-11-25,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-11-25,2,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-11-25,3,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-11-25,4,Most Girls,P!nk,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv
2000-11-25,5,Gotta Tell You,Samantha Mumba,https://open.spotify.com/track/1rj0XawWJNisX7SGYexowJ
2000-12-02,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-12-02,2,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2000-12-02,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-12-02,4,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-12-02,5,This I Promise You,N Sync,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
2000-12-09,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-12-09,2,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2000-12-09,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-12-09,4,Gotta Tell You,Samantha Mumba,https://open.spotify.com/track/1rj0XawWJNisX7SGYexowJ
2000-12-09,5,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-12-16,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-12-16,2,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2000-12-16,3,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-12-16,4,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2000-12-16,5,Kryptonite,3 Doors Down,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6
2000-12-23,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-12-23,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2000-12-23,3,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2000-12-23,4,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2000-12-23,5,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2000-12-30,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2000-12-30,2,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2000-12-30,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2000-12-30,4,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2000-12-30,5,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2001-01-06,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-01-06,2,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2001-01-06,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-01-06,4,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2001-01-06,5,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2001-01-13,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-01-13,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-01-13,3,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2001-01-13,4,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2001-01-13,5,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2001-01-20,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-01-20,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-01-20,3,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2001-01-20,4,Case Of The Ex (Whatcha Gonna Do),Mya,https://open.spotify.com/track/3G6hxSp260RzGw4sOiDOQ3
2001-01-20,5,With Arms Wide Open,Creed,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs
2001-01-27,1,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-01-27,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-01-27,3,He Loves U Not,Dream,https://open.spotify.com/track/2ozJmnjqCMJavEKoHqiou0
2001-01-27,4,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-01-27,5,If You're Gone,matchbox twenty,https://open.spotify.com/track/2f5N826udWfjT9iomeaBJt
2001-02-03,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-02-03,2,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-02-03,3,Ms. Jackson,OutKast,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
2001-02-03,4,Don't Tell Me,Madonna,https://open.spotify.com/track/23EhTCPRTlLVM6VQUyh8bH
2001-02-03,5,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-02-10,1,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-02-10,2,Ms. Jackson,OutKast,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
2001-02-10,3,Independent Women Part I,Destiny's Child,https://open.spotify.com/track/7JuMBlUywiUQdgjYtpJvsf
2001-02-10,4,Don't Tell Me,Madonna,https://open.spotify.com/track/23EhTCPRTlLVM6VQUyh8bH
2001-02-10,5,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-02-17,1,Ms. Jackson,OutKast,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
2001-02-17,2,Stutter,Joe Featuring Mystikal,
2001-02-17,3,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-02-17,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-02-17,5,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-02-24,1,Stutter,Joe Featuring Mystikal,
2001-02-24,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-02-24,3,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-02-24,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-02-24,5,Ms. Jackson,OutKast,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV
2001-03-03,1,Stutter,Joe Featuring Mystikal,
2001-03-03,2,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",
2001-03-03,3,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-03-03,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-03-03,5,Angel,Shaggy Featuring Rayvon,
2001-03-10,1,Stutter,Joe Featuring Mystikal,
2001-03-10,2,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-03-10,3,Angel,Shaggy Featuring Rayvon,
2001-03-10,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-03-10,5,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-03-17,1,Stutter,Joe Featuring Mystikal,
2001-03-17,2,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-03-17,3,Angel,Shaggy Featuring Rayvon,
2001-03-17,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-03-17,5,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-03-24,1,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-03-24,2,Angel,Shaggy Featuring Rayvon,
2001-03-24,3,Stutter,Joe Featuring Mystikal,
2001-03-24,4,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-03-24,5,Love Don't Cost A Thing,Jennifer Lopez,https://open.spotify.com/track/1fgvJXlcZ7uIddMpqsqw0L
2001-03-31,1,Angel,Shaggy Featuring Rayvon,
2001-03-31,2,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-03-31,3,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-03-31,4,Stutter,Joe Featuring Mystikal,
2001-03-31,5,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-04-07,1,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-04-07,2,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-04-07,3,Angel,Shaggy Featuring Rayvon,
2001-04-07,4,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-04-07,5,Again,Lenny Kravitz,https://open.spotify.com/track/5c1QJAiC3773EwiZLwHf5x
2001-04-14,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-04-14,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-04-14,3,Angel,Shaggy Featuring Rayvon,
2001-04-14,4,Butterfly,Crazy Town,https://open.spotify.com/track/4BggEwLhGfrbrl7JBhC8EC
2001-04-14,5,Missing You,Case,https://open.spotify.com/track/0CmXXEwul09Kf8X68lPA5l
2001-04-21,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-04-21,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-04-21,3,Angel,Shaggy Featuring Rayvon,
2001-04-21,4,Thank You,Dido,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
2001-04-21,5,Missing You,Case,https://open.spotify.com/track/0CmXXEwul09Kf8X68lPA5l
2001-04-28,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-04-28,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-04-28,3,Thank You,Dido,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
2001-04-28,4,Missing You,Case,https://open.spotify.com/track/0CmXXEwul09Kf8X68lPA5l
2001-04-28,5,Angel,Shaggy Featuring Rayvon,
2001-05-05,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-05-05,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-05-05,3,Thank You,Dido,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
2001-05-05,4,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-05-05,5,Ride Wit Me,Nelly Featuring City Spud,
2001-05-12,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-05-12,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-05-12,3,Thank You,Dido,https://open.spotify.com/track/09CnYHiZ5jGT1wr1TXJ9Zt
2001-05-12,4,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-05-12,5,Ride Wit Me,Nelly Featuring City Spud,
2001-05-19,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-05-19,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-05-19,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-05-19,4,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-05-19,5,Ride Wit Me,Nelly Featuring City Spud,
2001-05-26,1,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-05-26,2,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-05-26,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-05-26,4,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-05-26,5,Ride Wit Me,Nelly Featuring City Spud,
2001-06-02,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-06-02,2,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-06-02,3,Survivor,Destiny's Child,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi
2001-06-02,4,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-06-02,5,Ride Wit Me,Nelly Featuring City Spud,
2001-06-09,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-06-09,2,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-06-09,3,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-06-09,4,Ride Wit Me,Nelly Featuring City Spud,
2001-06-09,5,Follow Me,Uncle Kracker,https://open.spotify.com/track/4KoecuyOpZaNFZ0UqVsllc
2001-06-16,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-06-16,2,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-06-16,3,All For You,Janet,https://open.spotify.com/track/5X8kkUaUlAyAUr9TYqDFTH
2001-06-16,4,Ride Wit Me,Nelly Featuring City Spud,
2001-06-16,5,Follow Me,Uncle Kracker,https://open.spotify.com/track/4KoecuyOpZaNFZ0UqVsllc
2001-06-23,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-06-23,2,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-06-23,3,Ride Wit Me,Nelly Featuring City Spud,
2001-06-23,4,My Baby,Lil' Romeo,https://open.spotify.com/track/0s9A4pUBLw68E76vY8LU9K
2001-06-23,5,Drops Of Jupiter (Tell Me),Train,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA
2001-06-30,1,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-06-30,2,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-06-30,3,My Baby,Lil' Romeo,https://open.spotify.com/track/0s9A4pUBLw68E76vY8LU9K
2001-06-30,4,Ride Wit Me,Nelly Featuring City Spud,
2001-06-30,5,Drops Of Jupiter (Tell Me),Train,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA
2001-07-07,1,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-07-07,2,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-07-07,3,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-07-07,4,Peaches & Cream,112,https://open.spotify.com/track/2SLZ2rX5773RS16mcqBxG7
2001-07-07,5,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-07-14,1,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-07-14,2,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-07-14,3,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",https://open.spotify.com/track/0PSZ9G584Ve27GK6ThlY6P
2001-07-14,4,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-07-14,5,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-07-21,1,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-07-21,2,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-07-21,3,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-07-21,4,Peaches & Cream,112,https://open.spotify.com/track/2SLZ2rX5773RS16mcqBxG7
2001-07-21,5,Hanging By A Moment,Lifehouse,https://open.spotify.com/track/6jWLyg8AuMQ9LtIB2UlfOF
2001-07-28,1,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-07-28,2,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-07-28,3,All Or Nothing,O-Town,https://open.spotify.com/track/7pbNNVcFePJV3Wani6zH8q
2001-07-28,4,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-07-28,5,Peaches & Cream,112,https://open.spotify.com/track/2SLZ2rX5773RS16mcqBxG7
2001-08-04,1,Bootylicious,Destiny's Child,https://open.spotify.com/track/41nT1Sp6ChR65FbsdLlFHW
2001-08-04,2,Loverboy,Mariah Carey Featuring Cameo,
2001-08-04,3,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-08-04,4,All Or Nothing,O-Town,https://open.spotify.com/track/7pbNNVcFePJV3Wani6zH8q
2001-08-04,5,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-08-11,1,Bootylicious,Destiny's Child,https://open.spotify.com/track/41nT1Sp6ChR65FbsdLlFHW
2001-08-11,2,Loverboy,Mariah Carey Featuring Cameo,
2001-08-11,3,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-08-11,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-08-11,5,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-08-18,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-08-18,2,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-08-18,3,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-08-18,4,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-08-18,5,Bootylicious,Destiny's Child,https://open.spotify.com/track/41nT1Sp6ChR65FbsdLlFHW
2001-08-25,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-08-25,2,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-08-25,3,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-08-25,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-08-25,5,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-09-01,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-09-01,2,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-09-01,3,Someone To Call My Lover,Janet,https://open.spotify.com/track/43zr9kKkeiQrshvYuvNtfM
2001-09-01,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-09-01,5,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-09-08,1,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-09-08,2,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-09-08,3,Someone To Call My Lover,Janet,https://open.spotify.com/track/43zr9kKkeiQrshvYuvNtfM
2001-09-08,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-09-08,5,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,
2001-09-15,1,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-09-15,2,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-09-15,3,Where The Party At,Jagged Edge With Nelly,
2001-09-15,4,Someone To Call My Lover,Janet,https://open.spotify.com/track/43zr9kKkeiQrshvYuvNtfM
2001-09-15,5,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-09-22,1,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-09-22,2,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-09-22,3,Where The Party At,Jagged Edge With Nelly,
2001-09-22,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-09-22,5,Someone To Call My Lover,Janet,https://open.spotify.com/track/43zr9kKkeiQrshvYuvNtfM
2001-09-29,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-09-29,2,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-09-29,3,Where The Party At,Jagged Edge With Nelly,
2001-09-29,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-09-29,5,U Remind Me,Usher,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL
2001-10-06,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-10-06,2,I'm Real,Jennifer Lopez Featuring Ja Rule,
2001-10-06,3,Where The Party At,Jagged Edge With Nelly,
2001-10-06,4,Hit 'Em Up Style (Oops!),Blu Cantrell,https://open.spotify.com/track/4zYTZvtcww7OWKie7fxA9E
2001-10-06,5,Family Affair,Mary J. Blige,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu
2001-10-13,1,Fallin',Alicia Keys,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D
2001-10-13,2,I'm Real,Jennifer Lopez Featuring Ja Rule,
